id	supplier	material_name	composition	composition_formated	colour	width	weight	price	minimum	image_url
8339	CHIA HER INDUSTRIAL CO., LTD	CXW061-32A	54% wool 46% TENCEL™ Lyocell	"[[54,""wool""],[46,""tencel lyocell""]]"		"54.5"""	123.0g/m²	US$9.87/y	1500/3000y	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8339
8315	SHINJINTEX CO., LTD	SJ-1477/A	98% TENCEL™ Luxe 2% spandex	"[[98,""lyocell""],[2,""spandex""]]"		137-140cm	196g/m²	US$11.30/m		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8315
8314	SHINJINTEX CO., LTD	SJ-1430	100% TENCEL™ Luxe	"[[100,""lyocell""]]"		155-158cm	93g/m²	US$13.18/m		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8314
8313	SHINJINTEX CO., LTD	SJ-1484	100% TENCEL™ Luxe	"[[100,""lyocell""]]"		137-140cm	98g/m²	US$10.26/m		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8313
8295	SAFILIN	SAREM03	100% linen	"[[100,""linen""]]"			450gsm			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8295
8292	RECYC LEATHER	Silk Light Blue / 17LB13KF4707	50% leather fiber 25% TENCEL™ Lyocell fibers 25% waterborne polyutherane	"[[50,""leather""],[25,""lyocell""],[25,""bio-based polyurethane""]]"		137x100cm	0.6kg		300 panels	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8292
8291	NETTLE CIRCLE AG	HILAYA® Plant Fur - 100% Plant Bio- based and Vegan	100% hilaya® nettle fiber	"[[100,""nettles""]]"	natural, no dying	customized	customized	b2b project	check with pellten industry for further information	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8291
8286	NEO FIBERS	NFCE-1-017	76% roc pima cotton fiber 19% peruvian kapok fiber 5% spandex	"[[76,""cotton""],[19,""kapok""],[5,""spandex""]]"	natural colour - unbleached & undyed	174cm	252g/m²		200m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8286
8285	NEO FIBERS	NFBM-2-016	70% ROC pima cotton fiber 15% bombonaje amazonian fiber 15% native brown cotton	"[[70,""cotton""],[15,""bombonaje amazonian fiber""],[15,""cotton""]]"	natural colour - unbleached & undyed	165cm	283g/m²		200m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8285
8284	NEO FIBERS	NFBM-2-015	80% ROC pima cotton fiber 20% bombonaje amazonian fiber	"[[80,""cotton""],[20,""bombonaje amazonian fiber""]]"	natural colour - unbleached & undyed	152cm	219g/m²		200m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8284
8269	BANANATEX®	BANANATEX® Natural White Lightweight Reps Soft / BTX00L22RES	100% abacá	"[[100,""banana fiber""]]"	any colour is possible according to our GOTS 6.0 certified dyes	145cm (+/- 1 cm)	220g/m² (+/- 5%)	€18.50/m	820m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8269
8268	BANANATEX®	BANANATEX® Natural White Lightweight Cotelé Soft / BTX00L23COS	100% abacá	"[[100,""banana fiber""]]"	any colour is possible according to our GOTS 6.0 certified dyes	145cm (+/- 1 cm)	230g/m² (+/- 5%)	€18.50/m	820m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8268
8267	BANANATEX®	BANANATEX® Walnut Mediumweight Oxford Brushed / BTX28M43OXB	100% abacá	"[[100,""banana fiber""]]"	any colour is possible according to our GOTS 6.0 certified dyes	150cm (+/- 1 cm)	430g/m² (+/- 5%)	€27.00/m	550m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8267
8265	DIAMA	NGEUSSENGEUSSE BLEUNUIT	100% organic cotton	"[[100,""regenerative cotton""]]"		130cm	410g/m²	€45 h.t/m in 130cm width.	10m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8265
8153	CHARGEURS PCC	DDW150	50% recycled down 35% NATIVA™ wool 15% polyester (protective layer)	"[[50,""recycled down""],[35,""wool""],[15,""polyester""]]"	natural	145/148cm	150g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8153
8152	CHARGEURS PCC	DDW100	50% recycled down 35% NATIVA™ wool 15% polyester (protective layer)	"[[50,""recycled down""],[35,""wool""],[15,""polyester""]]"	natural	145/148cm	100g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8152
8151	CHARGEURS PCC	DDW60	50% recycled down 35% NATIVA™ wool 15% polyester (protective layer)	"[[50,""recycled down""],[35,""wool""],[15,""polyester""]]"	natural	145/148cm	60g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8151
8100	SIMPLIFYBER	252035. FYBERSHOW - NATURAL SATIN	31% FSC certified wood 26% TENCEL™ Lyocell 22% FSC certified natural latex 12% synthetic polyurethane 7% hemp	"[[31,""fsc certified wood""],[26,""tencel lyocell""],[22,""natural latex""],[12,""polyurethane""],[7,""hemp""]]"	pantone matching available in all colors, vegetable/low impact dyeing available in limited colors, heathered effects available	up to 90cm	to spec (range: 100g/m² - 1000g/m²)	upon request	set up fees, no minimums	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8100
8099	SIMPLIFYBER	252034. FLEXISPLASH - BLACK & GREY SATIN	34% FSC certified wood 25% TENCEL™ Lyocell 24% FSC certified natural latex 17% bluesign® biobased polyurethane	"[[34,""fsc certified wood""],[25,""tencel lyocell""],[24,""natural latex""],[17,""bluesign biobased polyurethane""]]"	pantone matching available in all colors, vegetable/low impact dyeing available in limited colors, heathered effects available	up to 90cm	to spec (range: 100g/m² - 1000g/m²)	upon request	set up fees, no minimums	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8099
8098	SIMPLIFYBER	252033. FLEXICHANGE - RED TO BLACK SATIN	34% FSC certified wood 25% TENCEL™ Lyocell 24% FSC certified natural latex 17% bluesign® biobased polyurethane	"[[34,""fsc certified wood""],[25,""tencel lyocell""],[24,""natural latex""],[17,""bluesign biobased polyurethane""]]"	pantone matching available in all colors, vegetable/low impact dyeing available in limited colors, heathered effects available	up to 90cm	to spec (range: 100g/m² - 1000g/m²)	upon request	set up fees, no minimums	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8098
8035	YKK	Detachable Button & Rivet Zamac Mono-Material	mono-material zamac	"[[100,""zamak metal""]]"		l26 – 16.5 mm		price dependent on item.	1000pieces	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8035
8034	ADVANCE DENIM LIMITED	QT477AV4-3/F	84% organic cotton 15% Matte TENCEL™ Lyocell 1% lycra	"[[84,""regenerative cotton""],[15,""lyocell""],[1,""lycra""]]"	indigo v4	"55.5"""	12oz/yd²		5000yards per order	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8034
8033	ADVANCE DENIM LIMITED	QGE006BO1-11	100% organic cotton	"[[100,""regenerative cotton""]]"	indigo bo1	"35.5"""	10.4oz/yd²		5000yards per order	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8033
8032	ADVANCE DENIM LIMITED	QG715AV8-9SF/F	74% organic cotton 26% hemp	"[[74,""regenerative cotton""],[26,""hemp""]]"	super indigo v8	"34"""	12.5oz/yd²		5000yards per order	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8032
8019	STOTZ & CO AG	Ventile ECO 205	68% organic cotton 32% hemp	"[[68,""regenerative cotton""],[32,""hemp""]]"	spicy orange	156cm	205g/m²	€29.00m	300m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/8019
7977	NUVI	MARMORA / SKU: ME-1-070-A010-140	bio-polymer, bio-additive, chalk or marble + carrier layer (flax-viscose, cotton)		carrara (undyed)	140cm	≃800g/m²	€95/m²	1sqm	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7977
7979	SAFILIN	W&W : SAFRA02 - Denim	60% cotton 40% hemp	"[[60,""cotton""],[40,""hemp""]]"	denim		365g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7979
7976	NUVI	CRETA / SKU: CA-1-070-A2170-140	bio-polymer, bio-additive, chalk or marble + carrier layer (flax-viscose, cotton)		off-white	140cm	≃800g/m²	€75/m²	1sqm	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7976
7968	NETTLE CIRCLE AG	"Vegan HILAYA® Nettle Fibre/BIO Cotton Felt; made from spun waste material"	30% HILAYA® nettle fiber 70% organic cotton spinning waste	"[[30,""nettles""],[70,""regenerative cotton""]]"	natural, no dying	can be customised to fit	can be customised, sample approx. 0.14gr. 2mm thin	on request, b2b project		https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7968
7967	NETTLE CIRCLE AG	"Vegan HILAYA® Nettle Fibre/Organic Cotton Pre - Felt; made from spun waste material"	70% organic cotton spinning waste 30% HILAYA® nettle fiber	"[[70,""regenerative cotton""],[30,""nettles""]]"	natural, no dying	can be customised to fit	can be customised to fit	on request, b2b project	b2b project	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7967
7966	PYRATEX®	PYRATEX® upcycled 18	50% recycled cotton 50% organic cotton	"[[50,""recycled cotton""],[50,""regenerative cotton""]]"	green	300g/m²	190g/m²		50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7966
7965	PYRATEX®	PYRATEX® upcycled 16	50% recycled cotton 50% organic cotton	"[[50,""recycled cotton""],[50,""regenerative cotton""]]"	off white	450cm	185g/m²		50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7965
7964	PYRATEX®	PYRATEX® power 6	67% TENCEL™ Lyocell 33% organic cotton	"[[67,""tencel lyocell""],[33,""regenerative cotton""]]"	black	145cm	165g/m²	depends on moq	50m	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7964
7959	THERMORE	FREEDOM 100	50% recycled polyester from post-consumer plastic bottles 50% polyester	"[[50,""recycled polyester""],[50,""polyester""]]"	white	150cm	100g/m²		2000yards (FE production only)	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7959
7931	RECOVO	Black jersey - EG1212955K3 - 2SP331	95% TENCEL™ Lyocell 5% elastane	"[[95,""tencel lyocell""],[5,""elastane""]]"	black	165cm	180g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7931
7913	RECOVO	Blue jersey - EG1162950K3 - 2SP212	95% TENCEL™ Modal with Eco Soft & Micro technologies 5% elastane	"[[95,""tencel modal""],[5,""elastane""]]"	blue	170cm	230g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7913
7912	RECOVO	Black jersey - EG1152949K3 - 2SP212	95% TENCEL™ Modal with Eco Soft & Micro technologies 5% elastane	"[[95,""tencel modal""],[5,""elastane""]]"	black	170cm	230g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7912
7899	MATERRA	PM35 Jersey	100% materra regenerative cotton	"[[100,""regenerative cotton""]]"	acqua grey	178cm	180g/m²		materra's bespoke multi-year programs start at 25m (equivalent to approximately 75k t-shirts) a year and for smaller quantities, they work with fabric developers like positive materials in portugal.	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7899
7898	MATERRA	PM 36 Diagonal Fleeece	100% materra regenerative cotton	"[[100,""regenerative cotton""]]"	acqua grey	210cm	475g/m²		materra's bespoke multi-year programs start at 25m (equivalent to approximately 75k t-shirts) a year and for smaller quantities, they work with fabric developers like positive materials in portugal.	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7898
7897	MATERRA	PM 39 Jersey	100% materra regenerative cotton	"[[100,""regenerative cotton""]]"	acqua grey	177cm	175g/m²		materra's bespoke multi-year programs start at 25m (equivalent to approximately 75k t-shirts) a year and for smaller quantities, they work with fabric developers like positive materials in portugal.	https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7897
7890	SAFILIN	SAOMN03 - 100%LI	100% linen	"[[100,""linen""]]"	tera cota		220g/m²			https://materials.futurefabricsvirtualexpo.com/frontend/materialimage/7890
