Facility	Product_Category_Desc	Product_Category_Code	Product_Detail_Desc	Product_Detail_Code	Raw_Material_Description	Raw_Material_Code	Raw_Material_Percentage
GAMZE TRIKO TEKSTIL SANAYI VE DIS TICARET LIMITED SIRKETI	Home textiles	PC0010	Blankets, bedspreads, quilts	PD0019	Cotton - Organic	RM0104	100.00
GAMZE TRIKO TEKSTIL SANAYI VE DIS TICARET LIMITED SIRKETI	Greige yarns	PC0030	Fancy yarns	PD0072	Cotton - Non Certified	RM0102	75
GAMZE TRIKO TEKSTIL SANAYI VE DIS TICARET LIMITED SIRKETI	Greige fabrics	PC0026	Knitted fabrics	PD0058	Cotton - Non Certified	RM0102	70
GAMZE TRIKO TEKSTIL SANAYI VE DIS TICARET LIMITED SIRKETI	Dyed yarns	PC0029	Carded yarns	PD0067	Acrylic -  Recycled Pre-Consumer	RM0158	25
GAMZE TRIKO TEKSTIL SANAYI VE DIS TICARET LIMITED SIRKETI	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	7
SUZHOU PINMU IMP & EXP CO., LTD.	Greige fabrics	PC0026	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Pixin Textile Technology Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton - Non Certified	RM0102	30
GAMZE TRIKO TEKSTIL SANAYI VE DIS TICARET LIMITED SIRKETI	Children's apparel	PC0004	Dresses, skirts	PD0011	Cotton -  Recycled Pre-Consumer	RM0106	35
Suzhou Pixin Textile Technology Co., Ltd.	Fabrics	PC0028	Special fabrics	PD0063	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Qianhongxin Textile Co.,Ltd.	Greige fabrics	PC0026	Knitted fabrics	PD0058	Cotton - Non Certified	RM0102	70.00
SUZHOU QINGHAN TEXTILE CO., LTD.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
GANESHA SIZING MILL	Carried accessories	PC0011	Bags, handbags, totes, pouches	PD0024	Cotton -  Recycled Pre-Consumer	RM0106	100.00
Suzhou Qianmeng Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	0
SUZHOU QIFENGDA TEXTILE CO., LTD	Fabrics	PC0028	Special fabrics	PD0063	Polyester -  Recycled Post-Consumer	RM0189	100
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Children's apparel	PC0004	Babies' accessories	PD0014	Cotton - Organic	RM0104	95.0
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Babies' apparel	PC0003	Babies' clothing	PD0013	Cotton - Organic	RM0104	100.0
SUZHOU QIHUA TEXTILE CO., LTD.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Acrylic - Non Certified	RM0156	2
Suzhou Qinghe Textile Co., Ltd	Dyed yarns	PC0029	Filament	PD0069	Polyester -  Recycled Post-Consumer	RM0189	0
Suzhou Qinghe Textile Co., Ltd	Greige yarns	PC0030	Core-spun yarns	PD0071	Elastane (spandex) - Non Certified	RM0160	0
Suzhou Qinghe Textile Co., Ltd	Processed post-consumer materials	PC0035	Chips (pellets)	PD0085	Polyamide (nylon) -  Recycled Post-Consumer	RM0185	100
Suzhou Qingheng Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	0
Suzhou Qingheng Textile Co., Ltd.	Greige fabrics	PC0026	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	0
Suzhou Qingheng Textile Co., Ltd.	Greige yarns	PC0030	Carded yarns	PD0067	Acrylic - Non Certified	RM0156	50
Suzhou Qingheng Textile Co., Ltd.	Printed fabrics	PC0039	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	0
Garments Manufacturing and Assembling Ltd.	Women's apparel	PC0002	Activewear, sportswear	PD0008	Cotton -  Recycled Post-Consumer	RM0107	60
Suzhou Qingheng Textile Co., Ltd.	Processed post-consumer materials	PC0035	Chips (pellets)	PD0085	Polyester -  Recycled Post-Consumer	RM0189	100
Garments Manufacturing and Assembling Ltd.	Men's apparel	PC0001	Activewear, sportswear	PD0008	Cotton - Non Certified	RM0102	60
Garments Manufacturing and Assembling Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton -  Recycled Post-Consumer	RM0107	100
SUZHOU QINGQUAN COMPUTER PRINTING CO., LTD	Printed fabrics	PC0039	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
Garments Manufacturing and Assembling Ltd.	Children's apparel	PC0004	Activewear, sportswear	PD0008	Cotton - Non Certified	RM0102	60
Garments Export Village Ltd.	Worn accessories	PC0012	Hats, caps, head coverings	PD0030	Cotton - Organic	RM0104	100
Suzhou Qingyi Cloth Textile Technology Co., Ltd	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Qingyi Cloth Textile Technology Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Qintuo Textile Co., Ltd.	Dyed yarns	PC0029	Open-end yarns	PD0066	Polyester -  Recycled Post-Consumer	RM0189	99
Garments Export Village Ltd.	Women's denim apparel	PC0007	Shirts, blouses	PD0005	Elastane (spandex) - Non Certified	RM0160	2.00
Suzhou Qinzhibo Textile Technology Co., LTD.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	0
SUZHOU QIUFANG TEXTILE TECHNOLOGY CO., LTD. 苏州秋纺纺织科技有限公司	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton - Non Certified	RM0102	14.0
Suzhou Qiye Knitting Co.,Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	0
Suzhou Qiyi Textile Technology Co., Ltd	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
SUZHOU QIFENGDA TEXTILE CO., LTD	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	10
SUZHOU QIFAN TRADING IMPORT AND EXPORT CO., LTD.	Filling, stuffing	PC0020	Man-made fiber filling	PD0048	Polyester -  Recycled Post-Consumer	RM0189	100.00
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Children's denim apparel	PC0008	Pants, trousers	PD0003	Cotton - Organic	RM0104	73.0
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Printed fabrics	PC0039	Knitted fabrics	PD0058	Cotton -  Recycled Post-Consumer	RM0107	60.0
Suzhou Qianrun Textile Co., Ltd.	Dyed fabrics	PC0025	Denim fabrics	PD0061	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Qiantaihe Textile Co., Ltd.	Dyed yarns	PC0029	Fancy yarns	PD0072	Acrylic -  Recycled Post-Consumer	RM0159	10
Suzhou Qiantaihe Textile Co., Ltd.	Undyed yarns	PC0031	Fancy yarns	PD0072	Acrylic - Non Certified	RM0156	13
Suzhou Qianwen Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	7
Suzhou Qianxun Textile Technological Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	3.0
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Women's apparel	PC0002	Overcoats, jackets, vests	PD0001	Polyester -  Recycled Post-Consumer	RM0189	100.0
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Undyed yarns	PC0031	Carded yarns	PD0067	Cotton - Organic	RM0104	100.0
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Undyed fabrics	PC0027	Knitted fabrics	PD0058	Cotton - Non Certified	RM0102	40.0
Suzhou Qianxun Textile Technological Ltd.	Greige yarns	PC0030	Filament	PD0069	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100.0
Suzhou Qianxun Textile Technological Ltd.	Printed fabrics	PC0039	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	8.00
SuZhou Qinjian I/E Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100.00
Suzhou Qinjian IE Co., Ltd.	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
Suzhou Qianyisheng Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton -  Recycled Post-Consumer	RM0107	60.0
Suzhou Qianyisheng Textile Co., Ltd.	Printed fabrics	PC0039	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Home textiles	PC0010	Bed linen, bed sheets	PD0015	Cotton - Organic	RM0104	100.0
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Greige yarns	PC0030	Carded yarns	PD0067	Cotton - Non Certified	RM0102	60.0
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Greige fabrics	PC0026	Knitted fabrics	PD0058	Cotton - Non Certified	RM0102	30.0
Gamateks Tekstil Sanayi Ve Ticaret A.S.	Dyed yarns	PC0029	Normally combed yarns 	PD0102	Cotton - Organic	RM0104	100.0
Suzhou Qiucheng Textile Finishing Co.,Ltd.	Fabrics	PC0028	Special fabrics	PD0063	Other - Non Certified	RM0262	11.00
Suzhou Qiaoran Textile Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Qiaotai Textile Finishing Co., Ltd.	Fabrics	PC0028	Special fabrics	PD0063	Polyester -  Recycled Post-Consumer	RM0189	0
Suzhou Qiaotai Textile Finishing Co., Ltd.	Printed fabrics	PC0039	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	8.00
Suzhou Qibo Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Post-Consumer	RM0185	100
Suzhou Qibo Textile Co., Ltd.	Printed fabrics	PC0039	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
GANESH SIZING MILLS	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton - Organic	RM0104	5%-94%
GANESHA SIZING MILL	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton -  Recycled Post-Consumer	RM0107	100%
Suzhou Tuozhou Textile Technology Co., Ltd.苏州市拓洲纺织科技有限公司	Greige fabrics	PC0026	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	10.0
Suzhou Luster Textile Co., Ltd. 苏州路特丝纺织科技有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.0
Gartex Garments Ltd.	Children's denim apparel	PC0008	Other	PD0100	Cotton -  Recycled Pre-Consumer	RM0106	20.00
Suzhou Kaijiang Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	8
Gartex Garments Ltd.	Children's apparel	PC0004	Overcoats, jackets, vests	PD0001	Polyamide (nylon) - Non Certified	RM0182	58
Suzhou Kailedi Textile Co., Ltd	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
Gartex Garments Ltd.	Babies' apparel	PC0003	Overcoats, jackets, vests	PD0001	Polyester -  Recycled Post-Consumer	RM0189	87.00
Suzhou Kaisirui Weaving Co., Ltd.	Fabrics	PC0028	Non-woven fabrics	PD0062	Polyester -  Recycled Post-Consumer	RM0189	70.0
Suzhou Kangzhiyuan Plastics Co., Ltd.	Packaging	PC0023	Packing sacks, bags	PD0055	Polyethylene -  Recycled Post-Consumer	RM0193	100
Suzhou Kebo P&D Co., Ltd. 苏州科博印染有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.0
SUZHOU KEERHONG ENTERPRISE SERVICE CO., LTD.	Home textiles	PC0010	Curtains, blinds	PD0020	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Keleqi Craft Co.,Ltd.	Home textiles	PC0010	Pillows, cushions	PD0023	Cotton - Organic	RM0104	100.00
Suzhou longzhen Textile Co., Ltd. 苏州龙臻纺织有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou longzhen Textile Co.,Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100.00
Suzhou Longzhihua Textile Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
Suzhou Louis Song Textile Co.,LTD	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	0
Suzhou Louis Song Textile Co.,LTD	Fabrics	PC0028	Special fabrics	PD0063	Elastane (spandex) - Non Certified	RM0160	5
Suzhou Luhui Textile Co., Ltd	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	12
Suzhou Lubao Warp Knitting Textile Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Lubao Warp Knitting Textile Co.,Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.00
SUZHOU LUCKY FOR YOU CLOTHING CO., LTD.	Children's apparel	PC0004	Undergarment, sleepwear, robes	PD0006	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Lvdanmei Textile Printing Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Lvdanmei Textile Printing Co., Ltd.	Greige fabrics	PC0026	Knitted fabrics	PD0058	Cotton -  Recycled Pre-Consumer	RM0106	20-49
Suzhou Lucun Textile Technology Co., Ltd. 苏州禄存纺织科技有限公司	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	10.0
Suzhou Lucun Textile Technology Co.,Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	3.00
Suzhou Lungao Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton - Non Certified	RM0102	49
SUZHOU MAGELLAN TEXTILE CO., LTD. 苏州麦哲伦纺织有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	32.0
Gartex Garments Ltd.	Men's apparel	PC0001	Activewear, sportswear	PD0008	Cotton - Non Certified	RM0102	63
Suzhou Kaidi Apparel Co., Ltd	Men's apparel	PC0001	Overcoats, jackets, vests	PD0001	Cotton -  Recycled Pre-Consumer	RM0106	47
Suzhou Juyang Textile Co., Ltd. 苏州巨扬纺织有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	10.0
Suzhou Kaisirui Weaving Co., Ltd. 苏州凯斯瑞织造有限公司	Fabrics	PC0028	Non-woven fabrics	PD0062	Polyester -  Recycled Post-Consumer	RM0189	70.0
SUZHOU JURILI TEXTILE FIBER CO.,LTD.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton - Non Certified	RM0102	35.00
Suzhou Kangbo Textile Technology Co., Ltd. 苏州康博纺织科技有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.0
Gavim Têxteis e Acabamentos SA	Men's apparel	PC0001	Pants, trousers	PD0003	Cotton -  Recycled Post-Consumer	RM0107	20-94%
Suzhou Kangbo Textile Technology Co., Ltd. 苏州康博纺织科技有限公司	Greige fabrics	PC0026	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Kangchuang Textile Co., Ltd	Fabrics	PC0028	Special fabrics	PD0063	Other - Non Certified	RM0262	0
Suzhou Juta Fiber Technology Co., Ltd. 苏州聚塔纤维科技有限公司	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	2.0
Suzhou Juta Fiber Technology Co.,Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100.00
SUZHOU KARE HOUSEWARE CO., LTD	Home textiles	PC0010	Other	PD0100	Polyamide (nylon) - Non Certified	RM0182	1-50
Suzhou Juxin New Material Technology Co., Ltd	Greige yarns	PC0030	Filament	PD0069	Polyester -  Recycled Post-Consumer	RM0189	100
Gavim Têxteis e Acabamentos SA	Children's apparel	PC0004	Dresses, skirts	PD0011	Cotton -  Recycled Post-Consumer	RM0107	20-94%
Gavim Têxteis e Acabamentos SA	Babies' apparel	PC0003	Babies' clothing	PD0013	Cotton - Organic	RM0104	100%
Gartex Garments Ltd.	Women's apparel	PC0002	Pants, trousers	PD0003	Polyamide (nylon) - Non Certified	RM0182	51.00
Suzhou Kaibo Hui Import & Export Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Juyang Textile Co., Ltd. 苏州巨扬纺织有限公司	Greige fabrics	PC0026	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Juyang Textile Co.,Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	10.00
Suzhou Juyang Textile Co.,Ltd.	Greige fabrics	PC0026	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.00
Gartex Garments Ltd.	Unisex apparel	PC0005	Pants, trousers	PD0003	Polyester - Non Certified	RM0186	32.00
Suzhou Juying Textile Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	4
Suzhou Juzhong Textile Technology Co., Ltd. 苏州巨中纺织科技有限公司	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Juzhong Textile Technology Co., Ltd. 苏州巨中纺织科技有限公司	Greige yarns	PC0030	Filament	PD0069	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Juzhong Textile Technology Co.,Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou K.T. Textile Co., LTD.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0310	100
Suzhou Luster Textile Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou Luster Textile Co., Ltd. 苏州路特丝纺织科技有限公司	Fabrics	PC0028	Special fabrics	PD0063	Polyester -  Recycled Post-Consumer	RM0189	65.0
Suzhou Megatex Import & Export Co., Ltd	Women's apparel	PC0002	Undergarment, sleepwear, robes	PD0006	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Luster Textile Co., Ltd. 苏州路特丝纺织科技有限公司	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100.0
Suzhou Makeit Technology Co., Ltd. 苏州美轲特信息科技有限公司	Dyed fibers	PC0033	Staple fibers	PD0079	Other - Non Certified	RM0262	3.0
Suzhou Makeit Technology Co.,Ltd.	Undyed fibers	PC0034	Staple fibers	PD0079	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou MakeLand Recycling Technology Co., Ltd	Packaging	PC0023	Other	PD0100	Polyethylene -  Recycled Post-Consumer	RM0193	100
Suzhou MakeLand Recycling Technology Co., Ltd.	Packaging	PC0023	Other	PD0100	Polyethylene -  Recycled Post-Consumer	RM0193	100
Suzhou Mantian Red Transfer Printing Co., Ltd.	Printed fabrics	PC0039	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	1-50
Gaon Knit Co. Ltd	Worn accessories	PC0012	Other	PD0100	Polyester -  Recycled Post-Consumer	RM0189	50%
Gaon Knit Co. Ltd	Printed fabrics	PC0039	Other	PD0100	Polyester -  Recycled Post-Consumer	RM0189	100%
Suzhou Maoshuo Textile Technology Co., Ltd.	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
Gaon Knit Co. Ltd	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100%
GAOMI YUNCHANG DYEING AND WEAVING CO., LTD.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton - Non Certified	RM0102	0
Suzhou Maoxu Textle Co.,Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou Marathon Textile. Co..Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Marathon Textile. Co..Ltd.	Fabrics	PC0028	Special fabrics	PD0063	Glass - Non Certified	RM0242	70
GAOMI LANTU TEXTILE INDUSTRY AND TRADE CO., LTD	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Cotton - Non Certified	RM0102	0
Suzhou Marathon Textile. Co..Ltd.	Printed fabrics	PC0039	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Master Textile Co., Ltd. 苏州麦斯特纺织有限公司	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100.0
Suzhou Master Textile Co., Ltd. 苏州麦斯特纺织有限公司	Greige fabrics	PC0026	Knitted fabrics	PD0058	Polyamide (nylon) - Non Certified	RM0182	5.0
GAO FENG FABRIC PACKAGING CO., LTD.	Functional accessories	PC0017	Other	PD0100	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Master Textile Co.,Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100.00
Gang Yuan HangFabric Products Co.Ltd	Reclaimed pre-consumer materials	PC0040	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
GANESHA SIZING MILL	Printed fabrics	PC0039	Woven fabrics	PD0059	Cotton -  Recycled Pre-Consumer	RM0106	80.0
GANESHA SIZING MILL	Greige fabrics	PC0026	Woven fabrics	PD0059	Cotton -  Recycled Post-Consumer	RM0107	100.0
Suzhou Mayta Import & Export Co., Ltd. 苏州美她进出口有限公司	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) -  Recycled Pre-Consumer	RM0162	5.0
Suzhou Mayta Import & Export Co.,ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) - Non Certified	RM0160	2.00
Suzhou Mayue Textile Co., Ltd	Greige yarns	PC0030	Filament	PD0069	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Megatex Import & Export Co., Ltd	Children's apparel	PC0004	Undergarment, sleepwear, robes	PD0006	Polyester -  Recycled Post-Consumer	RM0189	30
Suzhou Megatex Import & Export Co., Ltd	Home textiles	PC0010	Blankets, bedspreads, quilts	PD0019	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Makeit Technology Co., Ltd.	Dyed fibers	PC0033	Staple fibers	PD0079	Polyester -  Recycled Post-Consumer	RM0189	27.00
Suzhou Maitian Textile Co., Ltd.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
Suzhou Maijing Garments Manufacturing Co., Ltd. 苏州麦锦制衣有限公司	Outdoor	PC0018	Blankets, bedspreads, quilts	PD0019	Silk - Non Certified	RM0065	28.0
SUZHOU MADON TEXTILE TECHNOLOGY CO.,LTD.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Post-Consumer	RM0185	52.00
Suzhou Luxin Textile Co.,Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou Luxin Textile Co.,Ltd.	Fabrics	PC0028	Special fabrics	PD0063	Other - Non Certified	RM0262	47.00
Suzhou Luxin Textile Co.,Ltd.	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100.00
Suzhou Lvdanmei Textile Printing Co.,Ltd.	Fabrics	PC0028	Special fabrics	PD0063	Other -  Recycledpre-consumer	RM0266	45
Suzhou Lvdanmei Textile Printing Co.,Ltd.	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Maotian Textile Co., Ltd	Dyed fabrics	PC0025	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
Suzhou Maotian Textile     Co., Ltd	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyester -  Recycled Post-Consumer	RM0189	100
Suzhou Marconi Garment Factory Co., Ltd.	Men's apparel	PC0001	Overcoats, jackets, vests	PD0001	Cotton - Organic	RM0104	10.00
Suzhou Marconi Garment Factory Co., Ltd.	Worn accessories	PC0012	Gloves, mittens, hand covering	PD0026	Down -  Recycled Post-Consumer	RM0031	20.00
SUZHOU MADON TEXTILE TECHNOLOGY CO., LTD. 苏州迈冬纺织科技有限公司	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton - Non Certified	RM0102	20.0
SUZHOU MADON TEXTILE TECHNOLOGY CO., LTD. 苏州迈冬纺织科技有限公司	Fabrics	PC0028	Special fabrics	PD0063	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	51.0
SUZHOU MADON TEXTILE TECHNOLOGY CO., LTD. 苏州迈冬纺织科技有限公司	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100.0
SUZHOU MADON TEXTILE TECHNOLOGY CO.,LTD.	Fabrics	PC0028	Special fabrics	PD0063	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	51.00
SUZHOU MAIJIN TEXTILE CO., LTD. 苏州迈进纺织科技有限公司	Greige yarns	PC0030	Carded yarns	PD0067	Hemp - Non Certified	RM0114	15.0
SUZHOU MADON TEXTILE TECHNOLOGY CO.,LTD.	Greige fabrics	PC0026	Woven fabrics	PD0059	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100.00
SUZHOU MAGELLAN TEXTILE CO., LTD.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	32.00
Suzhou Mayta Import & Export Co., Ltd.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Elastane (spandex) -  Recycled Pre-Consumer	RM0162	5.0
SUZHOU MAGELLAN TEXTILE CO.,LTD.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Elastane (spandex) - Non Certified	RM0160	32.00
Suzhou Maifa Textile Co., Ltd	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyamide (nylon) -  Recycled Pre-Consumer	RM0184	100
SUZHOU MAIGAO TEXTILE CO., LTD.	Dyed fabrics	PC0025	Knitted fabrics	PD0058	Polyester -  Recycled Post-Consumer	RM0189	100
SUZHOU MAIJIN TEXTILE CO., LTD.	Dyed fabrics	PC0025	Woven fabrics	PD0059	Cotton - Non Certified	RM0102	15.0
